TRANS_DATE,ASHARES,TRANS_PRICEPERSHARE,DSHARES
2014-05-28,288788008.05,44.50335243553008,61281263.0
2014-05-29,140349343.88,24.559071082390954,45384536.0
2014-05-30,290288988.53000003,76.8588031496063,1538812330.0
2014-06-01,12540581.53,22.481068702290077,1189.0
2014-06-02,159957183.65,61.28624612202689,343762454.0
2014-06-03,30106878.53,32.28668841761827,209060344.0
2014-06-04,40415150.78,147.5247517039922,25476092.0
2014-06-05,30444518.48,26.5308076602831,106454107.0
2014-06-06,84608285.92999999,16761.848215839862,10633619.0
2014-06-07,521778.0,18.0731914893617,5693.0
2014-06-08,204444.0,41.18941176470588,482.0
2014-06-09,110707409.66000001,61.55537347560975,199924531.0
2014-06-10,7528338.12,30.734392694063924,794346.0
2014-06-11,109540159.09,25.098027079303677,90678292.0
2014-06-12,22557645.88,39.82074418604651,2022550.0
2014-06-13,74815452.23,122.22323630136985,75052360.0
2014-06-15,1841694.69,16.824294478527605,116.0
2014-06-16,29348459.119999997,81.3087744680851,3781377.0
2014-06-17,148024360.1,29.641214285714284,44868832.0
2014-06-18,129222634.55999999,34.3817039800995,168434148.0
2014-06-19,448406465.29,96.16674107142858,999010091.0
2014-06-20,486269639.44,32.330763454317896,302981767.0
2014-06-21,79393.0,22.18813953488372,68.0
2014-06-23,427936385.13,31.602560096153844,97313067.0
2014-06-24,416900374.74,108.7018024928092,25407697.0
2014-06-26,57203638.09,345.56144927536235,95831474.0
2014-06-27,44448922.69,28.39190093708166,35410825.0
2014-06-29,5475.0,45.23,1.0
2014-06-30,629198523.3199999,79.19092464358452,270898923.0
2014-07-01,141608306.05,33.31812878546382,85521534.0
2014-07-02,46966729.09,45.89831562974203,25633182.0
2014-07-03,19442816.82,40.14226804123712,797565.0
2014-07-04,906383.87,18.444444444444443,344071.0
2014-07-05,456651.0,38.88318181818182,360.0
2014-07-06,9399.0,25.26230769230769,19.0
2014-07-07,89211363.24,45.61680597014926,145212323.0
2014-07-09,5987635.62,41.521082568807344,3047296.0
2014-07-11,4355565.21,56.438399209486164,2470964.0
2014-07-12,8323706.0,8.708378378378377,112558.0
2014-07-13,8056390.0,5.9008,4077.0
2014-07-14,140257758.53,46.96018416206262,52828877.0
2014-07-15,44296496.67,9795.241244522349,53344461.0
2014-07-16,169278800.14,41.365650485436895,222763230.0
2014-07-17,6900274.04,53.53691629955948,19096604.0
2014-07-18,17306323.44,59.69166077738517,7253607.0
2014-07-19,156000.0,53.78709677419354,540.0
2014-07-20,161232.0,25.53185185185185,4897.0
2014-07-21,33313428.44,26.48249500998004,10373856.0
2014-07-22,55450372.339999996,22.649859594383773,15578847.0
2014-07-23,355476100.31,84.08276381909548,1627055854.0
2014-07-24,14633157.85,32.722797731569,129480.0
2014-07-25,28863259.409999996,100.11027272727273,81972148.0
2014-07-26,104992.0,30.15186046511628,48.0
2014-07-28,125914552.06,35.88208446866485,161410928.0
2014-07-29,216659380.57,40.94740987983979,1803421616.0
2014-07-30,325154723.94,29.39806878306878,102931101.0
2014-07-31,67938327.78,29.402100840336132,17699164.0
2014-08-02,386401416.0,44.887812499999995,1005491.0
2014-08-03,10011.0,32.93238805970149,9.0
2014-08-04,97721157.53,33.25464059196617,124512973.0
2014-08-06,98780638.2,32.01849434290688,128598500.0
2014-08-07,24099793.400000002,1015.2170849176173,152111808.0
2014-08-08,22314081.02,25.789802289281997,2768397.0
2014-08-09,33538569.0,12815.64738095238,27616.0
2014-08-11,39014638.98,3310.2026108786613,8488484.0
2014-08-13,39952235.08,39.390365384615386,117453083.0
2014-08-14,147108801.63,37.05208097165992,14073371.0
2014-08-15,45391463.11,65.65888317035513,13125969.0
2014-08-16,269597.0,24.09793103448276,9.0
2014-08-17,1500.0,92.19999999999999,1.0
2014-08-19,19376367.18,26.976499032882014,43502966.0
2014-08-20,93204745.58,198.1669422310757,34771606.0
2014-08-21,17687688.89,36.675526315789476,9963384.0
2014-08-22,133234819.03,382.37058201058204,49836749.0
