File,OwnerName,IsDir,IsOff,IsTen,SecTitle,TransDate,Shares,PPS,ADCode,SharesAfter,DIOwner
0001225208-16-028807,Dolsten Mikael,0,1,0,Common Stock,2016-02-28,9549.0000,30.2300,D,435210.0000,D
0001225208-16-028808,HILL CHARLES H,0,1,0,Common Stock,2016-02-28,9523.0000,0.0000,A,104802.0000,D
0001225208-16-028808,HILL CHARLES H,0,1,0,Common Stock,2016-02-28,4912.0000,30.2300,D,99890.0000,D
0001225208-16-028808,HILL CHARLES H,0,1,0,Common Stock,2016-02-28,9462.0000,30.2300,D,90428.0000,D
0001225208-16-028809,JOHNSON RADY A,0,1,0,Common Stock,2016-02-28,1802.0000,0.0000,A,55012.0000,D
0001225208-16-028809,JOHNSON RADY A,0,1,0,Common Stock,2016-02-28,667.0000,30.2300,D,54345.0000,D
0001225208-16-028809,JOHNSON RADY A,0,1,0,Common Stock,2016-02-28,1335.0000,30.2300,D,53010.0000,D
0001225208-16-028810,LANKLER DOUGLAS M,0,1,0,Common Stock,2016-02-28,4375.0000,0.0000,A,131080.0000,D
0001225208-16-028810,LANKLER DOUGLAS M,0,1,0,Common Stock,2016-02-28,1618.0000,30.2300,D,129462.0000,D
0001225208-16-028810,LANKLER DOUGLAS M,0,1,0,Common Stock,2016-02-28,3242.0000,30.2300,D,126220.0000,D
0001225208-16-028811,MADDALUNA ANTHONY J,0,1,0,Common Stock,2016-02-28,6949.0000,0.0000,A,105494.0000,D
0001225208-16-028811,MADDALUNA ANTHONY J,0,1,0,Common Stock,2016-02-28,896.0000,30.2300,D,104598.0000,D
0001225208-16-028811,MADDALUNA ANTHONY J,0,1,0,Common Stock,2016-02-28,6905.0000,30.2300,D,97693.0000,D
0001225208-16-028812,OLSON LAURIE J,0,1,0,Common Stock,2016-02-28,3603.0000,0.0000,A,80362.0000,D
0001225208-16-028812,OLSON LAURIE J,0,1,0,Common Stock,2016-02-28,1333.0000,30.2300,D,79029.0000,D
0001225208-16-028812,OLSON LAURIE J,0,1,0,Common Stock,2016-02-28,2670.0000,30.2300,D,76359.0000,D
0001225208-16-028813,SUSMAN SALLY,0,1,0,Common Stock,2016-02-28,10295.0000,0.0000,A,193113.0000,D
0001225208-16-028813,SUSMAN SALLY,0,1,0,Common Stock,2016-02-28,5747.0000,30.2300,D,187366.0000,D
0001225208-16-028813,SUSMAN SALLY,0,1,0,Common Stock,2016-02-28,11515.0000,30.2300,D,175851.0000,D
0001225208-16-028814,Lewis-Hall Freda C,0,1,0,Common Stock,2016-02-28,9780.0000,0.0000,A,206759.0000,D
0001225208-16-028814,Lewis-Hall Freda C,0,1,0,Common Stock,2016-02-28,5044.0000,30.2300,D,201715.0000,D
0001225208-16-028814,Lewis-Hall Freda C,0,1,0,Common Stock,2016-02-28,10106.0000,30.2300,D,191609.0000,D
0001225208-16-028816,READ IAN C,1,1,0,Common Stock,2016-02-28,60737.0000,0.0000,A,1664077.0000,D
0001225208-16-028816,READ IAN C,1,1,0,Common Stock,2016-02-28,30702.0000,30.2300,D,1633375.0000,D
0001225208-16-028817,YOUNG JOHN D,0,1,0,Common Stock,2016-02-28,11324.0000,0.0000,A,163343.0000,D
0001225208-16-028817,YOUNG JOHN D,0,1,0,Common Stock,2016-02-28,5051.0000,30.2300,D,158292.0000,D
0001225208-16-030009,CANGIALOSI LORETTA V,0,1,0,Common Stock,2016-03-15,8450.0000,0.0000,D,185663.0000,D
0001225208-16-032699,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-03,87079.0000,33.6500,D,372994.0000,D
0001225208-16-032701,LANKLER DOUGLAS M,0,1,0,Common Stock,2016-05-04,1300.0000,33.7200,D,124920.0000,D
0001225208-16-032701,LANKLER DOUGLAS M,0,1,0,Common Stock,2016-05-04,1713.0000,33.6900,D,123207.0000,D
0001225208-16-032701,LANKLER DOUGLAS M,0,1,0,Common Stock,2016-05-04,4318.0000,33.7000,D,118889.0000,D
0001225208-16-032701,LANKLER DOUGLAS M,0,1,0,Common Stock,2016-05-04,5514.0000,33.7100,D,113375.0000,D
0001225208-16-032701,LANKLER DOUGLAS M,0,1,0,Common Stock,2016-05-04,5900.0000,33.6700,D,107475.0000,D
0001225208-16-032701,LANKLER DOUGLAS M,0,1,0,Common Stock,2016-05-04,10955.0000,33.6800,D,96520.0000,D
0001225208-16-032702,Dolsten Mikael,0,1,0,Common Stock,2016-05-04,100.0000,33.4900,D,438107.0000,D
0001225208-16-032702,Dolsten Mikael,0,1,0,Common Stock,2016-05-04,153.0000,33.4800,D,437954.0000,D
0001225208-16-032702,Dolsten Mikael,0,1,0,Common Stock,2016-05-04,9900.0000,33.4800,D,428054.0000,D
0001225208-16-032702,Dolsten Mikael,0,1,0,Common Stock,2016-05-04,14000.0000,33.4600,D,414054.0000,D
0001225208-16-032702,Dolsten Mikael,0,1,0,Common Stock,2016-05-04,15000.0000,33.4700,D,399054.0000,D
0001225208-16-032702,Dolsten Mikael,0,1,0,Common Stock,2016-05-04,28435.0000,33.4500,D,370619.0000,D
0001225208-16-032725,SUSMAN SALLY,0,1,0,Common Stock,2016-05-04,20100.0000,22.2800,A,195951.0000,D
0001225208-16-032725,SUSMAN SALLY,0,1,0,Common Stock,2016-05-04,300.0000,33.8600,D,195651.0000,D
0001225208-16-032725,SUSMAN SALLY,0,1,0,Common Stock,2016-05-04,400.0000,33.8700,D,195251.0000,D
0001225208-16-032725,SUSMAN SALLY,0,1,0,Common Stock,2016-05-04,1042.0000,33.8800,D,194209.0000,D
0001225208-16-032725,SUSMAN SALLY,0,1,0,Common Stock,2016-05-04,8358.0000,33.8900,D,185851.0000,D
0001225208-16-032725,SUSMAN SALLY,0,1,0,Common Stock,2016-05-04,10000.0000,33.8500,D,175851.0000,D
0001225208-16-032725,SUSMAN SALLY,0,1,0,Common Stock,2016-05-05,56016.0000,22.2800,A,231867.0000,D
0001225208-16-032725,SUSMAN SALLY,0,1,0,Common Stock,2016-05-05,10920.0000,33.7200,D,220947.0000,D
0001225208-16-032725,SUSMAN SALLY,0,1,0,Common Stock,2016-05-05,18676.0000,33.7100,D,202271.0000,D
0001225208-16-032725,SUSMAN SALLY,0,1,0,Common Stock,2016-05-05,26420.0000,33.7000,D,175851.0000,D
0001225208-16-033153,MADDALUNA ANTHONY J,0,1,0,Common Stock,2016-05-09,8950.0000,33.7500,D,88922.0000,D
0001225208-16-033154,HILL CHARLES H,0,1,0,Common Stock,2016-05-09,1300.0000,33.8300,D,89128.0000,D
0001225208-16-033154,HILL CHARLES H,0,1,0,Common Stock,2016-05-09,28300.0000,33.8400,D,60828.0000,D
0001225208-16-033155,SUSMAN SALLY,0,1,0,Common Stock,2016-05-09,23884.0000,22.2800,A,199735.0000,D
0001225208-16-033155,SUSMAN SALLY,0,1,0,Common Stock,2016-05-09,100.0000,33.8000,D,199635.0000,D
0001225208-16-033155,SUSMAN SALLY,0,1,0,Common Stock,2016-05-09,200.0000,33.8400,D,199435.0000,D
0001225208-16-033155,SUSMAN SALLY,0,1,0,Common Stock,2016-05-09,300.0000,33.8100,D,199135.0000,D
0001225208-16-033155,SUSMAN SALLY,0,1,0,Common Stock,2016-05-09,400.0000,33.8500,D,198735.0000,D
0001225208-16-033155,SUSMAN SALLY,0,1,0,Common Stock,2016-05-09,400.0000,33.7400,D,198335.0000,D
0001225208-16-033155,SUSMAN SALLY,0,1,0,Common Stock,2016-05-09,500.0000,33.8820,D,197835.0000,D
0001225208-16-033155,SUSMAN SALLY,0,1,0,Common Stock,2016-05-09,700.0000,33.7800,D,197135.0000,D
0001225208-16-033155,SUSMAN SALLY,0,1,0,Common Stock,2016-05-09,1100.0000,33.8300,D,196035.0000,D
0001225208-16-033155,SUSMAN SALLY,0,1,0,Common Stock,2016-05-09,1100.0000,33.7600,D,194935.0000,D
0001225208-16-033155,SUSMAN SALLY,0,1,0,Common Stock,2016-05-09,1600.0000,33.7500,D,193335.0000,D
0001225208-16-033155,SUSMAN SALLY,0,1,0,Common Stock,2016-05-09,4600.0000,33.7300,D,188735.0000,D
0001225208-16-033155,SUSMAN SALLY,0,1,0,Common Stock,2016-05-09,8400.0000,33.7200,D,180335.0000,D
0001225208-16-033155,SUSMAN SALLY,0,1,0,Common Stock,2016-05-09,8900.0000,33.7100,D,171435.0000,D
0001225208-16-033155,SUSMAN SALLY,0,1,0,Common Stock,2016-05-09,39584.0000,33.7000,D,131851.0000,D
0001225208-16-033171,READ IAN C,1,1,0,Common Stock,2016-05-09,250000.0000,25.8700,A,1446738.0000,D
0001225208-16-033171,READ IAN C,1,1,0,Common Stock,2016-05-09,25000.0000,24.4300,A,1471738.0000,D
0001225208-16-033171,READ IAN C,1,1,0,Common Stock,2016-05-09,3908.0000,33.8100,D,1467830.0000,D
0001225208-16-033171,READ IAN C,1,1,0,Common Stock,2016-05-09,271092.0000,33.8000,D,1196738.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,192000.0000,24.4300,A,564994.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,100.0000,33.7000,D,564894.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,100.0000,33.6200,D,564794.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,100.0000,33.5100,D,564694.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,600.0000,33.8600,D,564094.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,800.0000,33.4900,D,563294.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,1600.0000,33.6500,D,561694.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,1800.0000,33.7800,D,559894.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,1800.0000,33.5400,D,558094.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,2000.0000,33.8400,D,556094.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,2000.0000,33.8200,D,554094.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,2300.0000,33.6800,D,551794.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,2880.0000,33.6600,D,548914.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,3500.0000,33.5500,D,545414.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,4700.0000,33.7700,D,540714.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,4998.0000,33.7900,D,535716.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,6400.0000,33.7600,D,529316.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,7300.0000,33.5600,D,522016.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,8300.0000,33.5200,D,513716.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,9100.0000,33.6100,D,504616.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,10789.0000,33.6000,D,493827.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,11620.0000,33.6700,D,482207.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,12766.0000,33.5700,D,469441.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,13611.0000,33.5900,D,455830.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,14500.0000,33.5000,D,441330.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,15900.0000,33.6900,D,425430.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,17334.0000,33.5800,D,408096.0000,D
0001225208-16-033172,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-10,35102.0000,33.8300,D,372994.0000,D
0001225208-16-033173,YOUNG JOHN D,0,1,0,Common Stock,2016-05-10,41700.0000,25.8700,A,200399.0000,D
0001225208-16-033173,YOUNG JOHN D,0,1,0,Common Stock,2016-05-10,400.0000,33.5400,D,199999.0000,D
0001225208-16-033173,YOUNG JOHN D,0,1,0,Common Stock,2016-05-10,500.0000,33.5700,D,199499.0000,D
0001225208-16-033173,YOUNG JOHN D,0,1,0,Common Stock,2016-05-10,700.0000,33.5500,D,198799.0000,D
0001225208-16-033173,YOUNG JOHN D,0,1,0,Common Stock,2016-05-10,782.0000,33.5000,D,198017.0000,D
0001225208-16-033173,YOUNG JOHN D,0,1,0,Common Stock,2016-05-10,1400.0000,33.5600,D,196617.0000,D
0001225208-16-033173,YOUNG JOHN D,0,1,0,Common Stock,2016-05-10,1475.0000,33.4900,D,195142.0000,D
0001225208-16-033173,YOUNG JOHN D,0,1,0,Common Stock,2016-05-10,4525.0000,33.5800,D,190617.0000,D
0001225208-16-033173,YOUNG JOHN D,0,1,0,Common Stock,2016-05-10,14800.0000,33.5200,D,175817.0000,D
0001225208-16-033173,YOUNG JOHN D,0,1,0,Common Stock,2016-05-10,17118.0000,33.5300,D,158699.0000,D
0001225208-16-033182,OLSON LAURIE J,0,1,0,Common Stock,2016-05-11,4700.0000,33.5000,D,71659.0000,D
0001225208-16-034012,CANGIALOSI LORETTA V,0,1,0,Common Stock,2016-05-24,86000.0000,25.8700,A,271663.0000,D
0001225208-16-034012,CANGIALOSI LORETTA V,0,1,0,Common Stock,2016-05-24,500.0000,33.9800,D,271163.0000,D
0001225208-16-034012,CANGIALOSI LORETTA V,0,1,0,Common Stock,2016-05-24,16669.0000,33.9500,D,254494.0000,D
0001225208-16-034012,CANGIALOSI LORETTA V,0,1,0,Common Stock,2016-05-24,18231.0000,33.9900,D,236263.0000,D
0001225208-16-034012,CANGIALOSI LORETTA V,0,1,0,Common Stock,2016-05-24,19642.0000,33.9700,D,216621.0000,D
0001225208-16-034012,CANGIALOSI LORETTA V,0,1,0,Common Stock,2016-05-24,30958.0000,33.9600,D,185663.0000,D
0001225208-16-034087,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-26,100000.0000,24.4300,A,472994.0000,D
0001225208-16-034087,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-26,2400.0000,34.4700,D,470594.0000,D
0001225208-16-034087,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-26,4663.0000,34.4800,D,465931.0000,D
0001225208-16-034087,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-26,20999.0000,34.5000,D,444932.0000,D
0001225208-16-034087,DAMELIO FRANK A,0,1,0,Common Stock,2016-05-26,71938.0000,34.4900,D,372994.0000,D
0001225208-16-035814,LANKLER DOUGLAS M,0,1,0,Common Stock,2016-06-30,9981.0000,35.2100,D,86826.0000,D
0001225208-16-037551,READ IAN C,1,1,0,Common Stock,2016-08-03,954993.0000,35.2900,D,252093.0000,D
0001225208-16-041196,MADDALUNA ANTHONY J,0,1,0,Common Stock,2016-11-02,32545.0000,21.0300,A,122087.0000,D
0001225208-16-041272,HILL CHARLES H,0,1,0,Common Stock,2016-11-03,53918.0000,21.0300,A,115033.0000,D
0001225208-16-041273,BOURLA ALBERT,0,1,0,Common Stock,2016-11-04,20000.0000,24.9900,A,149199.0000,D
0001225208-16-041273,BOURLA ALBERT,0,1,0,Common Stock,2016-11-04,100.0000,30.0600,D,149099.0000,D
0001225208-16-041273,BOURLA ALBERT,0,1,0,Common Stock,2016-11-04,1690.0000,30.0300,D,147409.0000,D
0001225208-16-041273,BOURLA ALBERT,0,1,0,Common Stock,2016-11-04,5707.0000,30.0400,D,141702.0000,D
0001225208-16-041273,BOURLA ALBERT,0,1,0,Common Stock,2016-11-04,10893.0000,30.0500,D,130809.0000,D
0001225208-16-041471,MADDALUNA ANTHONY J,0,1,0,Common Stock,2016-11-09,10000.0000,33.0000,D,112087.0000,D
0001225208-16-042930,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2016-12-07,30000.0000,25.8700,A,167687.0000,D
0001225208-16-042930,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2016-12-07,27934.0000,30.6500,D,139753.0000,D
0001225208-17-000508,LUND-JURGENSEN KIRSTEN,0,1,0,Common Stock,2016-12-31,1233.0000,32.4800,D,12523.0000,D
0001225208-17-004769,CANGIALOSI LORETTA V,0,1,0,Common Stock,2017-02-23,36408.0000,21.0300,A,102611.0000,D
0001225208-17-004769,CANGIALOSI LORETTA V,0,1,0,Common Stock,2017-02-23,4462.0000,0.0000,A,107073.0000,D
0001225208-17-004769,CANGIALOSI LORETTA V,0,1,0,Common Stock,2017-02-23,6996.0000,34.0600,D,100077.0000,D
0001225208-17-004769,CANGIALOSI LORETTA V,0,1,0,Common Stock,2017-02-23,17627.0000,32.4900,D,82450.0000,D
0001225208-17-004770,DAMELIO FRANK A,0,1,0,Common Stock,2017-02-23,218447.0000,21.0300,A,592765.0000,D
0001225208-17-004770,DAMELIO FRANK A,0,1,0,Common Stock,2017-02-23,53850.0000,34.0600,D,538915.0000,D
0001225208-17-004770,DAMELIO FRANK A,0,1,0,Common Stock,2017-02-23,105761.0000,32.4900,D,433154.0000,D
0001225208-17-004771,BOURLA ALBERT,0,1,0,Common Stock,2017-02-23,42476.0000,21.0300,A,165474.0000,D
0001225208-17-004771,BOURLA ALBERT,0,1,0,Common Stock,2017-02-23,8101.0000,34.0600,D,157373.0000,D
0001225208-17-004771,BOURLA ALBERT,0,1,0,Common Stock,2017-02-23,20565.0000,32.4900,D,136808.0000,D
0001225208-17-004772,Dolsten Mikael,0,1,0,Common Stock,2017-02-23,218447.0000,21.0300,A,299915.0000,D
0001225208-17-004772,Dolsten Mikael,0,1,0,Common Stock,2017-02-23,53839.0000,34.0600,D,246076.0000,D
0001225208-17-004772,Dolsten Mikael,0,1,0,Common Stock,2017-02-23,105761.0000,32.4900,D,140315.0000,D
0001225208-17-004773,HILL CHARLES H,0,1,0,Common Stock,2017-02-23,22837.0000,34.0600,D,93553.0000,D
0001225208-17-004774,JOHNSON RADY A,0,1,0,Common Stock,2017-02-23,21238.0000,21.0300,A,72172.0000,D
0001225208-17-004774,JOHNSON RADY A,0,1,0,Common Stock,2017-02-23,4112.0000,34.0600,D,68060.0000,D
0001225208-17-004774,JOHNSON RADY A,0,1,0,Common Stock,2017-02-23,10282.0000,32.4900,D,57778.0000,D
0001225208-17-004775,Lewis-Hall Freda C,0,1,0,Common Stock,2017-02-23,103155.0000,21.0300,A,295356.0000,D
0001225208-17-004775,Lewis-Hall Freda C,0,1,0,Common Stock,2017-02-23,23184.0000,34.0600,D,272172.0000,D
0001225208-17-004775,Lewis-Hall Freda C,0,1,0,Common Stock,2017-02-23,49942.0000,32.4900,D,222230.0000,D
0001225208-17-004776,LANKLER DOUGLAS M,0,1,0,Common Stock,2017-02-23,51578.0000,21.0300,A,138758.0000,D
0001225208-17-004776,LANKLER DOUGLAS M,0,1,0,Common Stock,2017-02-23,9821.0000,34.0600,D,128937.0000,D
0001225208-17-004776,LANKLER DOUGLAS M,0,1,0,Common Stock,2017-02-23,24971.0000,32.4900,D,103966.0000,D
0001225208-17-004777,LUND-JURGENSEN KIRSTEN,0,1,0,Common Stock,2017-02-23,21238.0000,21.0300,A,33848.0000,D
0001225208-17-004777,LUND-JURGENSEN KIRSTEN,0,1,0,Common Stock,2017-02-23,3837.0000,34.0600,D,30011.0000,D
0001225208-17-004777,LUND-JURGENSEN KIRSTEN,0,1,0,Common Stock,2017-02-23,10282.0000,32.4900,D,19729.0000,D
0001225208-17-004780,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2017-02-23,30839.0000,0.0000,A,171032.0000,D
0001225208-17-004780,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2017-02-23,12983.0000,34.0600,D,158049.0000,D
0001225208-17-004781,OLSON LAURIE J,0,1,0,Common Stock,2017-02-23,27306.0000,21.0300,A,99224.0000,D
0001225208-17-004781,OLSON LAURIE J,0,1,0,Common Stock,2017-02-23,5263.0000,34.0600,D,93961.0000,D
0001225208-17-004781,OLSON LAURIE J,0,1,0,Common Stock,2017-02-23,13220.0000,32.4900,D,80741.0000,D
0001225208-17-004783,READ IAN C,1,1,0,Common Stock,2017-02-23,788835.0000,21.0300,A,1124093.0000,D
0001225208-17-004783,READ IAN C,1,1,0,Common Stock,2017-02-23,201441.0000,34.0600,D,922652.0000,D
0001225208-17-004783,READ IAN C,1,1,0,Common Stock,2017-02-23,381914.0000,32.4900,D,540738.0000,D
0001225208-17-004784,SUSMAN SALLY,0,1,0,Common Stock,2017-02-23,115291.0000,21.0300,A,247765.0000,D
0001225208-17-004784,SUSMAN SALLY,0,1,0,Common Stock,2017-02-23,28919.0000,34.0600,D,218846.0000,D
0001225208-17-004784,SUSMAN SALLY,0,1,0,Common Stock,2017-02-23,55818.0000,32.4900,D,163028.0000,D
0001225208-17-004785,YOUNG JOHN D,0,1,0,Common Stock,2017-02-23,51578.0000,21.0300,A,172542.0000,D
0001225208-17-004785,YOUNG JOHN D,0,1,0,Common Stock,2017-02-23,10282.0000,34.0600,D,162260.0000,D
0001225208-17-004785,YOUNG JOHN D,0,1,0,Common Stock,2017-02-23,24971.0000,32.4900,D,137289.0000,D
0001225208-17-005099,BOURLA ALBERT,0,1,0,Common Stock,2017-02-27,12891.0000,0.0000,A,149699.0000,D
0001225208-17-005099,BOURLA ALBERT,0,1,0,Common Stock,2017-02-27,5839.0000,34.2800,D,143860.0000,D
0001225208-17-005100,CANGIALOSI LORETTA V,0,1,0,Common Stock,2017-02-27,5157.0000,0.0000,A,87607.0000,D
0001225208-17-005100,CANGIALOSI LORETTA V,0,1,0,Common Stock,2017-02-27,1805.0000,34.2800,D,85802.0000,D
0001225208-17-005100,CANGIALOSI LORETTA V,0,1,0,Common Stock,2017-02-27,1907.0000,34.2800,D,83895.0000,D
0001225208-17-005101,DAMELIO FRANK A,0,1,0,Common Stock,2017-02-27,36528.0000,0.0000,A,469682.0000,D
0001225208-17-005101,DAMELIO FRANK A,0,1,0,Common Stock,2017-02-27,18838.0000,34.2800,D,450844.0000,D
0001225208-17-005101,DAMELIO FRANK A,0,1,0,Common Stock,2017-02-27,19046.0000,34.2800,D,431798.0000,D
0001225208-17-005102,Dolsten Mikael,0,1,0,Common Stock,2017-02-27,31800.0000,0.0000,A,172115.0000,D
0001225208-17-005102,Dolsten Mikael,0,1,0,Common Stock,2017-02-27,6655.0000,34.2500,D,165460.0000,D
0001225208-17-005102,Dolsten Mikael,0,1,0,Common Stock,2017-02-27,16400.0000,34.2800,D,149060.0000,D
0001225208-17-005102,Dolsten Mikael,0,1,0,Common Stock,2017-02-27,16581.0000,34.2800,D,132479.0000,D
0001225208-17-005102,Dolsten Mikael,0,1,0,Common Stock,2017-02-27,24668.0000,34.2700,D,107811.0000,D
0001225208-17-005102,Dolsten Mikael,0,1,0,Common Stock,2017-02-27,27523.0000,34.2600,D,80288.0000,D
0001225208-17-005103,HILL CHARLES H,0,1,0,Common Stock,2017-02-27,16716.0000,0.0000,A,110269.0000,D
0001225208-17-005103,HILL CHARLES H,0,1,0,Common Stock,2017-02-27,8319.0000,34.2800,D,101950.0000,D
0001225208-17-005103,HILL CHARLES H,0,1,0,Common Stock,2017-02-27,8621.0000,34.2800,D,93329.0000,D
0001225208-17-005104,JOHNSON RADY A,0,1,0,Common Stock,2017-02-27,6016.0000,0.0000,A,63794.0000,D
0001225208-17-005104,JOHNSON RADY A,0,1,0,Common Stock,2017-02-27,2106.0000,34.2800,D,61688.0000,D
0001225208-17-005104,JOHNSON RADY A,0,1,0,Common Stock,2017-02-27,2225.0000,34.2800,D,59463.0000,D
0001225208-17-005105,Lewis-Hall Freda C,0,1,0,Common Stock,2017-02-27,16329.0000,0.0000,A,238559.0000,D
0001225208-17-005105,Lewis-Hall Freda C,0,1,0,Common Stock,2017-02-27,8421.0000,34.2800,D,230138.0000,D
0001225208-17-005105,Lewis-Hall Freda C,0,1,0,Common Stock,2017-02-27,8515.0000,34.2800,D,221623.0000,D
0001225208-17-005106,LANKLER DOUGLAS M,0,1,0,Common Stock,2017-02-27,12891.0000,0.0000,A,116857.0000,D
0001225208-17-005106,LANKLER DOUGLAS M,0,1,0,Common Stock,2017-02-27,6416.0000,34.2800,D,110441.0000,D
0001225208-17-005106,LANKLER DOUGLAS M,0,1,0,Common Stock,2017-02-27,6648.0000,34.2800,D,103793.0000,D
0001225208-17-005107,LUND-JURGENSEN KIRSTEN,0,1,0,Common Stock,2017-02-27,3040.0000,0.0000,A,22769.0000,D
0001225208-17-005107,LUND-JURGENSEN KIRSTEN,0,1,0,Common Stock,2017-02-27,989.0000,34.2800,D,21780.0000,D
0001225208-17-005107,LUND-JURGENSEN KIRSTEN,0,1,0,Common Stock,2017-02-27,1050.0000,34.2800,D,20730.0000,D
0001225208-17-005108,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2017-02-27,3857.0000,34.2800,D,154192.0000,D
0001225208-17-005109,OLSON LAURIE J,0,1,0,Common Stock,2017-02-27,7133.0000,0.0000,A,87874.0000,D
0001225208-17-005109,OLSON LAURIE J,0,1,0,Common Stock,2017-02-27,2638.0000,34.2800,D,85236.0000,D
0001225208-17-005109,OLSON LAURIE J,0,1,0,Common Stock,2017-02-27,2667.0000,34.2800,D,82569.0000,D
0001225208-17-005110,READ IAN C,1,1,0,Common Stock,2017-02-27,110011.0000,0.0000,A,650749.0000,D
0001225208-17-005110,READ IAN C,1,1,0,Common Stock,2017-02-27,53609.0000,34.2800,D,597140.0000,D
0001225208-17-005110,READ IAN C,1,1,0,Common Stock,2017-02-27,55609.0000,34.2800,D,541531.0000,D
0001225208-17-005111,SUSMAN SALLY,0,1,0,Common Stock,2017-02-27,17189.0000,0.0000,A,180217.0000,D
0001225208-17-005111,SUSMAN SALLY,0,1,0,Common Stock,2017-02-27,9702.0000,34.2800,D,170515.0000,D
0001225208-17-005112,YOUNG JOHN D,0,1,0,Common Stock,2017-02-27,30941.0000,0.0000,A,168230.0000,D
0001225208-17-005112,YOUNG JOHN D,0,1,0,Common Stock,2017-02-27,15779.0000,34.2800,D,152451.0000,D
0001225208-17-005112,YOUNG JOHN D,0,1,0,Common Stock,2017-02-27,15957.0000,34.2800,D,136494.0000,D
0001225208-17-005518,Dolsten Mikael,0,1,0,Common Stock,2017-03-01,15569.0000,34.4800,D,64719.0000,D
0001225208-17-005518,Dolsten Mikael,0,1,0,Common Stock,2017-03-02,15401.0000,34.5500,D,49318.0000,D
0001225208-17-005519,LANKLER DOUGLAS M,0,1,0,Common Stock,2017-03-02,20000.0000,34.6600,D,83793.0000,D
0001225208-17-006070,JOHNSON RADY A,0,1,0,Common Stock,2017-03-09,4405.0000,34.0500,A,4821.0000,I
0001225208-17-006071,HILL CHARLES H,0,1,0,Common Stock,2017-03-09,36000.0000,34.0700,D,57329.0000,D
0001225208-17-006171,JOHNSON RADY A,0,1,0,Common Stock,2017-03-10,4500.0000,34.1900,D,54963.0000,D
0001225208-17-007199,YOUNG JOHN D,0,1,0,Common Stock,2017-03-31,8732.0000,0.0000,D,127992.0000,D
0001225208-17-013378,READ IAN C,1,1,0,Common Stock,2017-08-04,28116.0000,34.0000,D,636293.0000,D
0001225208-17-013378,READ IAN C,1,1,0,Common Stock,2017-08-04,68834.0000,34.0000,D,221955.0000,I
