File,OwnerName,IsDir,IsOff,IsTen,SecTitle,TransDate,Shares,PPS,ADCode,SharesAfter,DIOwner
0001225208-17-013436,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2017-08-07,3000.0000,33.5600,D,151474.0000,D
0001225208-17-013436,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2017-08-07,12000.0000,33.4900,D,139474.0000,D
0001225208-17-014287,OLSON LAURIE J,0,1,0,Common Stock,2017-08-21,8064.0000,32.7000,D,74506.0000,D
0001225208-17-014480,READ IAN C,1,1,0,Common Stock,2017-08-31,55975.0000,34.0000,D,580318.0000,D
0001225208-17-014480,READ IAN C,1,1,0,Common Stock,2017-08-31,141193.0000,34.0000,D,80762.0000,I
0001225208-17-014481,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2017-08-31,7350.0000,34.0000,D,132124.0000,D
0001225208-17-014482,DAMELIO FRANK A,0,1,0,Common Stock,2017-08-31,94409.0000,34.0000,D,337389.0000,D
0001225208-17-014619,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2017-09-01,7350.0000,34.0000,D,124774.0000,D
0001225208-17-014989,SUSMAN SALLY,0,1,0,Common Stock,2017-09-12,7677.0000,35.0000,D,145649.0000,D
0001225208-17-014989,SUSMAN SALLY,0,1,0,Common Stock,2017-09-12,30553.0000,35.0000,D,115096.0000,D
0001225208-17-016284,SMITH JAMES C,1,0,0,Common Stock,2016-12-20,1566.0000,32.8400,A,1566.0000,I
0001225208-17-016284,SMITH JAMES C,1,0,0,Common Stock,2016-12-28,24.0000,32.3800,D,1542.0000,I
0001225208-17-016837,YOUNG JOHN D,0,1,0,Common Stock,2017-11-01,4219.0000,0.0000,D,124257.0000,D
0001225208-17-016838,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2017-10-02,7350.0000,35.6500,D,117432.0000,D
0001225208-17-016838,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2017-11-01,7350.0000,34.9400,D,110082.0000,D
0001225208-17-018520,CANGIALOSI LORETTA V,0,1,0,Common Stock,2017-12-08,300.0000,0.0000,D,84136.0000,D
0001225208-17-018819,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2017-12-15,6750.0000,37.0000,D,103458.0000,D
0001225208-17-018820,JOHNSON RADY A,0,1,0,Common Stock,2017-12-15,8000.0000,37.0700,D,46963.0000,D
0001225208-17-018823,READ IAN C,1,1,0,Common Stock,2017-12-14,7460.0000,0.0000,D,0.0000,I
0001225208-18-000423,YOUNG JOHN D,0,1,0,Common Stock,2017-12-29,55218.0000,0.0000,A,179700.0000,D
0001225208-18-003963,CANGIALOSI LORETTA V,0,1,0,Common Stock,2018-02-22,4166.0000,0.0000,A,88481.0000,D
0001225208-18-004454,CANGIALOSI LORETTA V,0,1,0,Common Stock,2018-02-24,28288.0000,18.9000,A,116769.0000,D
0001225208-18-004454,CANGIALOSI LORETTA V,0,1,0,Common Stock,2018-02-24,6544.0000,36.2600,D,110225.0000,D
0001225208-18-004454,CANGIALOSI LORETTA V,0,1,0,Common Stock,2018-02-24,9026.0000,35.9800,D,101199.0000,D
0001225208-18-004454,CANGIALOSI LORETTA V,0,1,0,Common Stock,2018-02-26,1538.0000,37.0900,D,99661.0000,D
0001225208-18-004455,BOURLA ALBERT,1,1,0,Common Stock,2018-02-24,25387.0000,18.9000,A,158170.0000,D
0001225208-18-004455,BOURLA ALBERT,1,1,0,Common Stock,2018-02-24,5873.0000,36.2600,D,152297.0000,D
0001225208-18-004455,BOURLA ALBERT,1,1,0,Common Stock,2018-02-24,8100.0000,35.9800,D,144197.0000,D
0001225208-18-004456,DAMELIO FRANK A,0,1,0,Common Stock,2018-02-24,174081.0000,18.9000,A,511470.0000,D
0001225208-18-004456,DAMELIO FRANK A,0,1,0,Common Stock,2018-02-24,53945.0000,36.2600,D,457525.0000,D
0001225208-18-004456,DAMELIO FRANK A,0,1,0,Common Stock,2018-02-24,55544.0000,35.9800,D,401981.0000,D
0001225208-18-004457,Dolsten Mikael,0,1,0,Common Stock,2018-02-24,174081.0000,18.9000,A,225265.0000,D
0001225208-18-004457,Dolsten Mikael,0,1,0,Common Stock,2018-02-24,53949.0000,36.2600,D,171316.0000,D
0001225208-18-004457,Dolsten Mikael,0,1,0,Common Stock,2018-02-24,55544.0000,35.9800,D,115772.0000,D
0001225208-18-004458,Hwang Angela,0,1,0,Common Stock,2018-02-26,976.0000,37.0900,D,10280.0000,D
0001225208-18-004459,LUND-JURGENSEN KIRSTEN,0,1,0,Common Stock,2018-02-24,15957.0000,18.9000,A,36959.0000,D
0001225208-18-004459,LUND-JURGENSEN KIRSTEN,0,1,0,Common Stock,2018-02-24,3692.0000,36.2600,D,33267.0000,D
0001225208-18-004459,LUND-JURGENSEN KIRSTEN,0,1,0,Common Stock,2018-02-24,5091.0000,35.9800,D,28176.0000,D
0001225208-18-004459,LUND-JURGENSEN KIRSTEN,0,1,0,Common Stock,2018-02-26,896.0000,37.0900,D,27280.0000,D
0001225208-18-004459,LUND-JURGENSEN KIRSTEN,0,1,0,Common Stock,2018-02-26,9510.0000,37.1900,D,17770.0000,D
0001225208-18-004460,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2018-02-24,39555.0000,18.9000,A,143152.0000,D
0001225208-18-004460,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2018-02-24,11262.0000,36.2600,D,131890.0000,D
0001225208-18-004460,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2018-02-24,12621.0000,35.9800,D,119269.0000,D
0001225208-18-004460,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2018-02-26,2413.0000,37.0900,D,116856.0000,D
0001225208-18-004461,HILL CHARLES H,0,1,0,Common Stock,2018-02-24,65280.0000,18.9000,A,122609.0000,D
0001225208-18-004461,HILL CHARLES H,0,1,0,Common Stock,2018-02-24,17674.0000,36.2600,D,104935.0000,D
0001225208-18-004461,HILL CHARLES H,0,1,0,Common Stock,2018-02-24,20829.0000,35.9800,D,84106.0000,D
0001225208-18-004462,JOHNSON RADY A,0,1,0,Common Stock,2018-02-24,15885.0000,18.9000,A,62848.0000,D
0001225208-18-004462,JOHNSON RADY A,0,1,0,Common Stock,2018-02-24,3680.0000,36.2600,D,59168.0000,D
0001225208-18-004462,JOHNSON RADY A,0,1,0,Common Stock,2018-02-24,5068.0000,35.9800,D,54100.0000,D
0001225208-18-004463,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-02-24,28288.0000,18.9000,A,112081.0000,D
0001225208-18-004463,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-02-24,6541.0000,36.2600,D,105540.0000,D
0001225208-18-004463,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-02-24,9026.0000,35.9800,D,96514.0000,D
0001225208-18-004464,Lewis-Hall Freda C,0,1,0,Common Stock,2018-02-24,91876.0000,18.9000,A,313499.0000,D
0001225208-18-004464,Lewis-Hall Freda C,0,1,0,Common Stock,2018-02-24,26555.0000,36.2600,D,286944.0000,D
0001225208-18-004464,Lewis-Hall Freda C,0,1,0,Common Stock,2018-02-24,29315.0000,35.9800,D,257629.0000,D
0001225208-18-004472,SUSMAN SALLY,0,1,0,Common Stock,2018-02-24,91876.0000,18.9000,A,206972.0000,D
0001225208-18-004472,SUSMAN SALLY,0,1,0,Common Stock,2018-02-24,29194.0000,36.2600,D,177778.0000,D
0001225208-18-004472,SUSMAN SALLY,0,1,0,Common Stock,2018-02-24,29315.0000,35.9800,D,148463.0000,D
0001225208-18-004475,OLSON LAURIE J,0,1,0,Common Stock,2018-02-24,15716.0000,18.9000,A,90222.0000,D
0001225208-18-004475,OLSON LAURIE J,0,1,0,Common Stock,2018-02-24,3649.0000,36.2600,D,86573.0000,D
0001225208-18-004475,OLSON LAURIE J,0,1,0,Common Stock,2018-02-24,5015.0000,35.9800,D,81558.0000,D
0001225208-18-004488,READ IAN C,1,1,0,Common Stock,2018-02-24,483559.0000,18.9000,A,1140007.0000,D
0001225208-18-004488,READ IAN C,1,1,0,Common Stock,2018-02-24,420000.0000,20.9000,A,1560007.0000,D
0001225208-18-004488,READ IAN C,1,1,0,Common Stock,2018-02-24,126006.0000,36.2600,D,1434001.0000,D
0001225208-18-004488,READ IAN C,1,1,0,Common Stock,2018-02-24,154058.0000,36.2600,D,1279943.0000,D
0001225208-18-004488,READ IAN C,1,1,0,Common Stock,2018-02-24,154289.0000,35.9800,D,1125654.0000,D
0001225208-18-004488,READ IAN C,1,1,0,Common Stock,2018-02-24,157353.0000,35.9800,D,968301.0000,D
0001225208-18-004489,YOUNG JOHN D,0,1,0,Common Stock,2018-02-24,43520.0000,18.9000,A,223733.0000,D
0001225208-18-004489,YOUNG JOHN D,0,1,0,Common Stock,2018-02-24,12214.0000,36.2600,D,211519.0000,D
0001225208-18-004489,YOUNG JOHN D,0,1,0,Common Stock,2018-02-24,13886.0000,35.9800,D,197633.0000,D
0001225208-18-004580,CORNWELL W DON,1,0,0,Common Stock,2018-02-26,458.0000,36.8000,D,1000.0000,D
0001225208-18-004580,CORNWELL W DON,1,0,0,Common Stock,2018-02-26,1000.0000,36.7100,D,0.0000,D
0001225208-18-004580,CORNWELL W DON,1,0,0,Common Stock,2018-02-27,300.0000,37.0500,D,0.0000,I
0001225208-18-004657,CANGIALOSI LORETTA V,0,1,0,Common Stock,2018-02-26,7174.0000,0.0000,A,108373.0000,D
0001225208-18-004657,CANGIALOSI LORETTA V,0,1,0,Common Stock,2018-02-26,3028.0000,37.0900,D,103807.0000,D
0001225208-18-004659,Dolsten Mikael,0,1,0,Common Stock,2018-02-26,86086.0000,0.0000,A,201858.0000,D
0001225208-18-004659,Dolsten Mikael,0,1,0,Common Stock,2018-02-26,42157.0000,37.0900,D,159701.0000,D
0001225208-18-004659,Dolsten Mikael,0,1,0,Common Stock,2018-02-27,100.0000,37.0700,D,159601.0000,D
0001225208-18-004659,Dolsten Mikael,0,1,0,Common Stock,2018-02-27,100.0000,37.0200,D,159501.0000,D
0001225208-18-004659,Dolsten Mikael,0,1,0,Common Stock,2018-02-27,7844.0000,37.0500,D,151657.0000,D
0001225208-18-004659,Dolsten Mikael,0,1,0,Common Stock,2018-02-27,9132.0000,37.0600,D,142525.0000,D
0001225208-18-004659,Dolsten Mikael,0,1,0,Common Stock,2018-02-27,22291.0000,37.0400,D,120234.0000,D
0001225208-18-004659,Dolsten Mikael,0,1,0,Common Stock,2018-02-27,25120.0000,37.0300,D,95114.0000,D
0001225208-18-004660,DAMELIO FRANK A,0,1,0,Common Stock,2018-02-26,86086.0000,0.0000,A,488067.0000,D
0001225208-18-004660,DAMELIO FRANK A,0,1,0,Common Stock,2018-02-26,42157.0000,37.0900,D,445910.0000,D
0001225208-18-004661,HILL CHARLES H,0,1,0,Common Stock,2018-02-26,43042.0000,0.0000,A,127148.0000,D
0001225208-18-004661,HILL CHARLES H,0,1,0,Common Stock,2018-02-26,21078.0000,37.0900,D,106070.0000,D
0001225208-18-004662,Hwang Angela,0,1,0,Common Stock,2018-02-26,4304.0000,0.0000,A,15560.0000,D
0001225208-18-004662,Hwang Angela,0,1,0,Common Stock,2018-02-26,1463.0000,37.0900,D,13121.0000,D
0001225208-18-004664,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-02-26,52608.0000,0.0000,A,149122.0000,D
0001225208-18-004664,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-02-26,24652.0000,37.0900,D,124470.0000,D
0001225208-18-004665,Lewis-Hall Freda C,0,1,0,Common Stock,2018-02-26,43042.0000,0.0000,A,300671.0000,D
0001225208-18-004665,Lewis-Hall Freda C,0,1,0,Common Stock,2018-02-26,21078.0000,37.0900,D,279593.0000,D
0001225208-18-004668,JOHNSON RADY A,0,1,0,Common Stock,2018-02-26,19847.0000,0.0000,A,73947.0000,D
0001225208-18-004668,JOHNSON RADY A,0,1,0,Common Stock,2018-02-26,7310.0000,37.0900,D,66637.0000,D
0001225208-18-004669,OLSON LAURIE J,0,1,0,Common Stock,2018-02-26,19847.0000,0.0000,A,101405.0000,D
0001225208-18-004669,OLSON LAURIE J,0,1,0,Common Stock,2018-02-26,7249.0000,37.0900,D,94156.0000,D
0001225208-18-004674,READ IAN C,1,1,0,Common Stock,2018-02-26,286952.0000,0.0000,A,1255253.0000,D
0001225208-18-004674,READ IAN C,1,1,0,Common Stock,2018-02-26,130849.0000,37.0900,D,1124404.0000,D
0001225208-18-004679,SUSMAN SALLY,0,1,0,Common Stock,2018-02-26,43042.0000,0.0000,A,191505.0000,D
0001225208-18-004679,SUSMAN SALLY,0,1,0,Common Stock,2018-02-26,22907.0000,37.0900,D,168598.0000,D
0001225208-18-004679,SUSMAN SALLY,0,1,0,Common Stock,2018-02-27,500.0000,37.0600,D,168098.0000,D
0001225208-18-004679,SUSMAN SALLY,0,1,0,Common Stock,2018-02-27,2868.0000,37.0500,D,165230.0000,D
0001225208-18-004679,SUSMAN SALLY,0,1,0,Common Stock,2018-02-27,3300.0000,37.0400,D,161930.0000,D
0001225208-18-004679,SUSMAN SALLY,0,1,0,Common Stock,2018-02-27,13182.0000,37.0200,D,148748.0000,D
0001225208-18-004679,SUSMAN SALLY,0,1,0,Common Stock,2018-02-27,13518.0000,37.0300,D,135230.0000,D
0001225208-18-004680,YOUNG JOHN D,0,1,0,Common Stock,2018-02-26,86086.0000,0.0000,A,283719.0000,D
0001225208-18-004680,YOUNG JOHN D,0,1,0,Common Stock,2018-02-26,42157.0000,37.0900,D,241562.0000,D
0001225208-18-004703,LUND-JURGENSEN KIRSTEN,0,1,0,Common Stock,2018-02-26,4178.0000,0.0000,A,22844.0000,D
0001225208-18-004703,LUND-JURGENSEN KIRSTEN,0,1,0,Common Stock,2018-02-26,1420.0000,37.0900,D,20528.0000,D
0001225208-18-005094,BOURLA ALBERT,1,1,0,Common Stock,2018-02-28,39923.0000,27.3700,A,184120.0000,D
0001225208-18-005094,BOURLA ALBERT,1,1,0,Common Stock,2018-02-28,6198.0000,36.3100,D,177922.0000,D
0001225208-18-005094,BOURLA ALBERT,1,1,0,Common Stock,2018-02-28,24233.0000,35.7000,D,153689.0000,D
0001225208-18-005095,CANGIALOSI LORETTA V,0,1,0,Common Stock,2018-02-28,33040.0000,27.3700,A,136847.0000,D
0001225208-18-005095,CANGIALOSI LORETTA V,0,1,0,Common Stock,2018-02-28,6359.0000,36.3100,D,130488.0000,D
0001225208-18-005095,CANGIALOSI LORETTA V,0,1,0,Common Stock,2018-02-28,20055.0000,35.7000,D,110433.0000,D
0001225208-18-005096,DAMELIO FRANK A,0,1,0,Common Stock,2018-02-28,209251.0000,27.3700,A,655161.0000,D
0001225208-18-005096,DAMELIO FRANK A,0,1,0,Common Stock,2018-02-28,40271.0000,36.3100,D,614890.0000,D
0001225208-18-005096,DAMELIO FRANK A,0,1,0,Common Stock,2018-02-28,127015.0000,35.7000,D,487875.0000,D
0001225208-18-005097,Dolsten Mikael,0,1,0,Common Stock,2018-02-28,198238.0000,27.3700,A,293352.0000,D
0001225208-18-005097,Dolsten Mikael,0,1,0,Common Stock,2018-02-28,38152.0000,36.3100,D,255200.0000,D
0001225208-18-005097,Dolsten Mikael,0,1,0,Common Stock,2018-02-28,120330.0000,35.7000,D,134870.0000,D
0001225208-18-005098,HILL CHARLES H,0,1,0,Common Stock,2018-02-28,101872.0000,27.3700,A,207942.0000,D
0001225208-18-005098,HILL CHARLES H,0,1,0,Common Stock,2018-02-28,1100.0000,36.8400,D,206842.0000,D
0001225208-18-005098,HILL CHARLES H,0,1,0,Common Stock,2018-02-28,3200.0000,36.8500,D,203642.0000,D
0001225208-18-005098,HILL CHARLES H,0,1,0,Common Stock,2018-02-28,5400.0000,36.8200,D,198242.0000,D
0001225208-18-005098,HILL CHARLES H,0,1,0,Common Stock,2018-02-28,17079.0000,36.8300,D,181163.0000,D
0001225208-18-005098,HILL CHARLES H,0,1,0,Common Stock,2018-02-28,19606.0000,36.3100,D,161557.0000,D
0001225208-18-005098,HILL CHARLES H,0,1,0,Common Stock,2018-02-28,61836.0000,35.7000,D,99721.0000,D
0001225208-18-005099,JOHNSON RADY A,0,1,0,Common Stock,2018-02-28,19273.0000,27.3700,A,85910.0000,D
0001225208-18-005099,JOHNSON RADY A,0,1,0,Common Stock,2018-02-28,3710.0000,36.3100,D,82200.0000,D
0001225208-18-005099,JOHNSON RADY A,0,1,0,Common Stock,2018-02-28,11699.0000,35.7000,D,70501.0000,D
0001225208-18-005100,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-02-28,46806.0000,27.3700,A,171276.0000,D
0001225208-18-005100,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-02-28,9008.0000,36.3100,D,162268.0000,D
0001225208-18-005100,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-02-28,28411.0000,35.7000,D,133857.0000,D
0001225208-18-005101,Lewis-Hall Freda C,0,1,0,Common Stock,2018-02-28,104626.0000,27.3700,A,384219.0000,D
0001225208-18-005101,Lewis-Hall Freda C,0,1,0,Common Stock,2018-02-28,20136.0000,36.3100,D,364083.0000,D
0001225208-18-005101,Lewis-Hall Freda C,0,1,0,Common Stock,2018-02-28,63508.0000,35.7000,D,300575.0000,D
0001225208-18-005102,LUND-JURGENSEN KIRSTEN,0,1,0,Common Stock,2018-02-28,19273.0000,27.3700,A,39801.0000,D
0001225208-18-005102,LUND-JURGENSEN KIRSTEN,0,1,0,Common Stock,2018-02-28,2573.0000,36.3100,D,37228.0000,D
0001225208-18-005102,LUND-JURGENSEN KIRSTEN,0,1,0,Common Stock,2018-02-28,11699.0000,35.7000,D,25529.0000,D
0001225208-18-005111,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2018-02-28,23613.0000,0.0000,A,140469.0000,D
0001225208-18-005111,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2018-02-28,12567.0000,36.3100,D,127902.0000,D
0001225208-18-005112,OLSON LAURIE J,0,1,0,Common Stock,2018-02-28,38546.0000,27.3700,A,132702.0000,D
0001225208-18-005112,OLSON LAURIE J,0,1,0,Common Stock,2018-02-28,7419.0000,36.3100,D,125283.0000,D
0001225208-18-005112,OLSON LAURIE J,0,1,0,Common Stock,2018-02-28,23397.0000,35.7000,D,101886.0000,D
0001225208-18-005113,READ IAN C,1,1,0,Common Stock,2018-02-28,649780.0000,27.3700,A,1774184.0000,D
0001225208-18-005113,READ IAN C,1,1,0,Common Stock,2018-02-28,104254.0000,36.3100,D,1669930.0000,D
0001225208-18-005113,READ IAN C,1,1,0,Common Stock,2018-02-28,394416.0000,35.7000,D,1275514.0000,D
0001225208-18-005114,SUSMAN SALLY,0,1,0,Common Stock,2018-02-28,110132.0000,27.3700,A,245362.0000,D
0001225208-18-005114,SUSMAN SALLY,0,1,0,Common Stock,2018-02-28,23035.0000,36.3100,D,222327.0000,D
0001225208-18-005114,SUSMAN SALLY,0,1,0,Common Stock,2018-02-28,66850.0000,35.7000,D,155477.0000,D
0001225208-18-005127,YOUNG JOHN D,0,1,0,Common Stock,2018-02-28,121145.0000,27.3700,A,362707.0000,D
0001225208-18-005127,YOUNG JOHN D,0,1,0,Common Stock,2018-02-28,23315.0000,36.3100,D,339392.0000,D
0001225208-18-005127,YOUNG JOHN D,0,1,0,Common Stock,2018-02-28,73535.0000,35.7000,D,265857.0000,D
0001225208-18-005203,Dolsten Mikael,0,1,0,Common Stock,2018-03-02,13986.0000,35.8500,D,120884.0000,D
0001225208-18-005645,HILL CHARLES H,0,1,0,Common Stock,2018-03-06,316.0000,35.8100,D,99405.0000,D
0001225208-18-005645,HILL CHARLES H,0,1,0,Common Stock,2018-03-06,330.0000,35.8000,D,99075.0000,D
0001225208-18-005645,HILL CHARLES H,0,1,0,Common Stock,2018-03-06,493.0000,35.7900,D,98582.0000,D
0001225208-18-005645,HILL CHARLES H,0,1,0,Common Stock,2018-03-06,10715.0000,35.7000,D,87867.0000,D
0001225208-18-005645,HILL CHARLES H,0,1,0,Common Stock,2018-03-06,30539.0000,35.7800,D,57328.0000,D
0001225208-18-005928,Dolsten Mikael,0,1,0,Common Stock,2018-03-09,100.0000,36.5800,D,120784.0000,D
0001225208-18-005928,Dolsten Mikael,0,1,0,Common Stock,2018-03-09,2329.0000,36.5500,D,118455.0000,D
0001225208-18-005928,Dolsten Mikael,0,1,0,Common Stock,2018-03-09,4154.0000,36.5700,D,114301.0000,D
0001225208-18-005928,Dolsten Mikael,0,1,0,Common Stock,2018-03-09,5300.0000,36.5900,D,109001.0000,D
0001225208-18-005928,Dolsten Mikael,0,1,0,Common Stock,2018-03-09,9900.0000,36.6000,D,99101.0000,D
0001225208-18-005928,Dolsten Mikael,0,1,0,Common Stock,2018-03-09,15459.0000,36.5600,D,83642.0000,D
0001225208-18-005928,Dolsten Mikael,0,1,0,Common Stock,2018-03-09,32457.0000,36.6100,D,51185.0000,D
0001225208-18-006142,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-03-13,800.0000,36.8100,D,133057.0000,D
0001225208-18-006142,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-03-13,1000.0000,36.8000,D,132057.0000,D
0001225208-18-006142,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-03-13,1300.0000,36.8400,D,130757.0000,D
0001225208-18-006142,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-03-13,1572.0000,36.7700,D,129185.0000,D
0001225208-18-006142,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-03-13,1800.0000,36.9000,D,127385.0000,D
0001225208-18-006142,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-03-13,2300.0000,36.8800,D,125085.0000,D
0001225208-18-006142,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-03-13,2440.0000,36.8900,D,122645.0000,D
0001225208-18-006142,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-03-13,2575.0000,36.8600,D,120070.0000,D
0001225208-18-006142,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-03-13,3700.0000,36.7800,D,116370.0000,D
0001225208-18-006142,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-03-13,4100.0000,36.8700,D,112270.0000,D
0001225208-18-006142,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-03-13,4413.0000,36.8500,D,107857.0000,D
0001225208-18-006142,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-03-13,4600.0000,36.9200,D,103257.0000,D
0001225208-18-006142,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-03-13,5500.0000,36.9300,D,97757.0000,D
0001225208-18-006142,LANKLER DOUGLAS M,0,1,0,Common Stock,2018-03-13,13900.0000,36.9400,D,83857.0000,D
0001225208-18-006156,JOHNSON RADY A,0,1,0,Common Stock,2018-03-13,169.0000,36.5900,D,70332.0000,D
0001225208-18-006156,JOHNSON RADY A,0,1,0,Common Stock,2018-03-13,700.0000,36.5700,D,69632.0000,D
0001225208-18-006156,JOHNSON RADY A,0,1,0,Common Stock,2018-03-13,1600.0000,36.5100,D,68032.0000,D
0001225208-18-006156,JOHNSON RADY A,0,1,0,Common Stock,2018-03-13,2200.0000,36.6000,D,65832.0000,D
0001225208-18-006156,JOHNSON RADY A,0,1,0,Common Stock,2018-03-13,2700.0000,36.5200,D,63132.0000,D
0001225208-18-006156,JOHNSON RADY A,0,1,0,Common Stock,2018-03-13,2854.0000,36.5600,D,60278.0000,D
0001225208-18-006156,JOHNSON RADY A,0,1,0,Common Stock,2018-03-13,3100.0000,36.5300,D,57178.0000,D
0001225208-18-006156,JOHNSON RADY A,0,1,0,Common Stock,2018-03-13,3200.0000,36.5800,D,53978.0000,D
0001225208-18-006156,JOHNSON RADY A,0,1,0,Common Stock,2018-03-13,3800.0000,36.5400,D,50178.0000,D
0001225208-18-006156,JOHNSON RADY A,0,1,0,Common Stock,2018-03-13,7000.0000,36.5500,D,43178.0000,D
0001225208-18-008214,CORNWELL W DON,1,0,0,Common Stock,2018-04-26,5223.0000,36.8500,A,5223.0000,D
0001225208-18-008661,READ IAN C,1,1,0,Common Stock,2018-05-01,1500.0000,36.0500,D,1275515.0000,D
0001225208-18-008661,READ IAN C,1,1,0,Common Stock,2018-05-01,3700.0000,36.0300,D,1271815.0000,D
0001225208-18-008661,READ IAN C,1,1,0,Common Stock,2018-05-01,4141.0000,36.0400,D,1267674.0000,D
0001225208-18-008661,READ IAN C,1,1,0,Common Stock,2018-05-01,14600.0000,36.0200,D,1253074.0000,D
0001225208-18-008661,READ IAN C,1,1,0,Common Stock,2018-05-01,20543.0000,36.0100,D,1232531.0000,D
0001225208-18-008661,READ IAN C,1,1,0,Common Stock,2018-05-01,87828.0000,36.0000,D,1144703.0000,D
0001225208-18-010175,CORNWELL W DON,1,0,0,Common Stock,2018-06-04,5223.0000,36.4000,D,0.0000,D
0001225208-18-010376,OLSON LAURIE J,0,1,0,Common Stock,2018-06-06,3242.0000,36.4600,D,98644.0000,D
0001225208-18-010376,OLSON LAURIE J,0,1,0,Common Stock,2018-06-06,15758.0000,36.4500,D,82886.0000,D
0001225208-18-011785,READ IAN C,1,1,0,Common Stock,2018-07-16,500.0000,37.4400,D,1145693.0000,D
0001225208-18-011785,READ IAN C,1,1,0,Common Stock,2018-07-16,700.0000,37.5400,D,1144993.0000,D
0001225208-18-011785,READ IAN C,1,1,0,Common Stock,2018-07-16,900.0000,37.5200,D,1144093.0000,D
0001225208-18-011785,READ IAN C,1,1,0,Common Stock,2018-07-16,1000.0000,37.5300,D,1143093.0000,D
0001225208-18-011785,READ IAN C,1,1,0,Common Stock,2018-07-16,2100.0000,37.4500,D,1140993.0000,D
0001225208-18-011785,READ IAN C,1,1,0,Common Stock,2018-07-16,2200.0000,37.5100,D,1138793.0000,D
0001225208-18-011785,READ IAN C,1,1,0,Common Stock,2018-07-16,3300.0000,37.4600,D,1135493.0000,D
0001225208-18-011785,READ IAN C,1,1,0,Common Stock,2018-07-16,3300.0000,37.4300,D,1132193.0000,D
0001225208-18-011785,READ IAN C,1,1,0,Common Stock,2018-07-16,3400.0000,37.4800,D,1128793.0000,D
0001225208-18-011785,READ IAN C,1,1,0,Common Stock,2018-07-16,3500.0000,37.4900,D,1125293.0000,D
0001225208-18-011785,READ IAN C,1,1,0,Common Stock,2018-07-16,4000.0000,37.4700,D,1121293.0000,D
0001225208-18-011785,READ IAN C,1,1,0,Common Stock,2018-07-16,4215.0000,37.4200,D,1117078.0000,D
0001225208-18-011785,READ IAN C,1,1,0,Common Stock,2018-07-16,5800.0000,37.5000,D,1111278.0000,D
0001225208-18-011785,READ IAN C,1,1,0,Common Stock,2018-07-16,7700.0000,37.4100,D,1103578.0000,D
